wavenumber_cm-1,intensity
105293.061795,0.000000
105293.138204,0.000000
105293.214613,0.036698
105293.291022,0.001867
105293.367431,0.000000
105293.443840,0.000000
105293.520249,0.004863
105293.596658,0.025872
105293.673067,0.000000
105293.749476,0.013492
105293.825885,0.039911
105293.902294,0.056637
105293.978703,0.009937
105294.055112,0.015204
105294.131521,0.000000
105294.207930,0.062994
105294.284339,0.000000
105294.360748,0.000000
105294.437157,0.000000
105294.513566,0.045351
105294.589975,0.066243
105294.666384,0.003762
105294.666384,0.029943
105364.930165,0.001296
105435.193946,0.000000
105505.457727,0.044303
105575.721508,0.000000
105645.985289,0.046067
105716.249070,0.038957
105786.512850,0.018422
105856.776631,0.054871
105927.040412,0.066972
105997.304193,0.000000
106067.567974,0.000000
106137.831755,0.000000
106208.095536,0.067342
106278.359317,0.000000
106348.623097,0.034052
106418.886878,0.000000
106489.150659,0.046149
106559.414440,0.000000
106629.678221,0.000000
106629.678221,0.000000
106629.754630,0.000000
106629.831039,0.017889
106629.907448,0.000000
106629.983857,0.018832
106630.060266,0.000000
106630.136675,0.000000
106630.213084,0.000000
106630.289493,0.061350
106630.365902,0.006755
106630.442311,0.000000
106630.518720,0.000000
106630.595129,0.002906
106630.671538,0.055363
106630.747947,0.030862
106630.824356,0.000000
106630.900765,0.072552
106630.977174,0.000000
106631.053583,0.037392
106631.129992,0.000000
106631.206401,0.000000
106631.282810,0.000000
106631.359220,0.000000
106631.435629,0.170136
106631.512038,0.360279
106631.588447,0.790976
106631.664856,1.336179
106631.741265,1.497428
106631.817674,1.193367
106631.894083,0.682453
106631.970492,0.242314
106632.046901,0.062348
106632.123310,0.149791
106632.199719,0.421995
106632.276128,0.977224
106632.352537,1.736114
106632.428946,1.986866
106632.505355,1.643789
106632.581764,0.986745
106632.658173,0.377676
106632.734582,0.139823
106632.810991,0.063753
106632.887400,0.239004
106632.963809,0.702893
106633.040218,1.162571
106633.116627,1.467782
106633.193036,1.357721
106633.269445,0.787184
106633.345854,0.333054
106633.422263,0.124069
106633.498672,0.050648
106633.575081,0.039924
106633.651490,0.000000
106633.727899,0.017905
106633.804308,0.000000
106633.880717,0.000000
106633.957126,0.036097
106634.033535,0.000000
106634.109945,0.008346
106634.186354,0.004668
106634.262763,0.000000
106634.339172,0.028984
106634.415581,0.016809
106634.491990,0.000000
106634.568399,0.008323
106634.644808,0.000000
106634.721217,0.032913
106634.797626,0.000000
106634.874035,0.000000
106634.950444,0.010861
106635.026853,0.001630
106635.103262,0.022889
106635.179671,0.000000
106635.179671,0.049559
106661.495460,0.015755
106687.811250,0.040793
106714.127039,0.026228
106740.442829,0.000000
106766.758618,0.000000
106793.074408,0.000000
106819.390197,0.047688
106845.705987,0.041564
106872.021776,0.000000
106898.337566,0.000000
106924.653355,0.000000
106950.969145,0.000000
106977.284934,0.000000
107003.600724,0.015857
107029.916513,0.026287
107056.232302,0.029710
107082.548092,0.013372
107108.863881,0.000000
107135.179671,0.000000
