wavenumber_cm-1,intensity
82257.509304,0.000000
82257.511805,0.000000
82257.514307,0.017558
82257.516809,0.000893
82257.519311,0.000000
82257.521813,0.000000
82257.524314,0.002328
82257.526816,0.012387
82257.529318,0.000000
82257.531820,0.006459
82257.534322,0.019108
82257.536823,0.027116
82257.539325,0.004757
82257.541827,0.007279
82257.544329,0.000000
82257.546830,0.030159
82257.549332,0.000000
82257.551834,0.000000
82257.554336,0.000000
82257.556838,0.021712
82257.559339,0.031715
82257.561841,0.001801
82257.564343,0.014336
82257.566845,0.000621
82257.569347,0.000000
82257.571848,0.021211
82257.574350,0.000000
82257.576852,0.022055
82257.579354,0.018651
82257.581856,0.008819
82257.584357,0.026270
82257.586859,0.032064
82257.589361,0.000000
82257.591863,0.000000
82257.594365,0.000000
82257.596866,0.032241
82257.599368,0.000000
82257.601870,0.016303
82257.604372,0.000000
82257.606874,0.022094
82257.609375,0.000000
82257.611877,0.000000
82257.614379,0.000000
82257.616881,0.000000
82257.619383,0.008565
82257.621884,0.000000
82257.624386,0.009016
82257.626888,0.000000
82257.629390,0.000000
82257.631892,0.000000
82257.634393,0.029372
82257.636895,0.003234
82257.639397,0.000000
82257.641899,0.000000
82257.644401,0.001391
82257.646902,0.026506
82257.649404,0.014775
82257.651906,0.000000
82257.654408,0.034735
82257.656910,0.000000
82257.659411,0.017901
82257.661913,0.000000
82257.664415,0.000000
82257.666917,0.000000
82257.669419,0.000000
82257.671920,0.030336
82257.674422,0.003081
82257.676924,0.000000
82257.679426,0.006501
82257.681927,0.002719
82257.684429,0.008919
82257.686931,0.017373
82257.689433,0.000000
82257.691935,0.000000
82257.694436,0.011889
82257.696938,0.011524
82257.699440,0.001447
82257.701942,0.031277
82257.704444,0.000000
82257.706945,0.000000
82257.709447,0.006005
82257.711949,0.000000
82257.714451,0.007117
82257.716953,0.000000
82257.719454,0.000000
82257.721956,0.027158
82257.724458,0.000000
82257.726960,0.000000
82257.729462,0.016815
82257.731963,0.000000
82257.734465,0.000000
82257.736967,0.008281
82257.739469,0.013479
82257.741971,0.017530
82257.744472,0.000000
82257.746974,0.008561
82257.749476,0.000000
82257.751978,0.000000
82257.754480,0.017282
82257.756981,0.000000
82257.759483,0.003996
82257.761985,0.002235
82257.764487,0.000000
82257.766989,0.013876
82257.769490,0.008047
82257.771992,0.000000
82257.774494,0.003985
82257.776996,0.000000
82257.779498,0.015757
82257.781999,0.000000
82257.784501,0.000000
82257.787003,0.005200
82257.789505,0.000780
82257.792007,0.010958
82257.794508,0.000000
82257.797010,0.023727
82257.799512,0.007543
82257.802014,0.019530
82257.804516,0.012557
82257.807017,0.000000
82257.809519,0.000000
82257.812021,0.000000
82257.814523,0.022831
82257.817024,0.019899
82257.819526,0.000000
82257.822028,0.000000
82257.824530,0.000000
82257.827032,0.000000
82257.829533,0.000000
82257.832035,0.007591
82257.834537,0.012585
82257.837039,0.014224
82257.839541,0.006402
82257.842042,0.000000
82257.844544,0.000000
82257.847046,0.033094
82257.849548,0.005375
82257.852050,0.005283
82257.854551,0.005163
82257.857053,0.005966
82257.859555,0.000000
82257.862057,0.000000
82257.864559,0.000000
82257.867060,0.018406
82257.869562,0.000685
82257.872064,0.000000
82257.874566,0.006177
82257.877068,0.000000
82257.879569,0.000000
82257.882071,0.000000
82257.884573,0.007792
82257.887075,0.018080
82257.889577,0.006936
82257.892078,0.009078
82257.894580,0.006794
82257.897082,0.001455
82257.899584,0.010010
82257.902086,0.000000
82257.904587,0.001596
82257.907089,0.000000
82257.909591,0.016703
82257.912093,0.000000
82257.914595,0.000445
82257.917096,0.000000
82257.919598,0.014605
82257.922100,0.009010
82257.924602,0.008000
82257.927104,0.000000
82257.929605,0.000000
82257.932107,0.003212
82257.934609,0.000000
82257.937111,0.006246
82257.939613,0.000000
82257.942114,0.000000
82257.944616,0.025807
82257.947118,0.006312
82257.949620,0.002396
82257.952121,0.028514
82257.954623,0.000000
82257.957125,0.000000
82257.959627,0.000000
82257.962129,0.012329
82257.964630,0.012577
82257.967132,0.000000
82257.969634,0.014334
82257.972136,0.000000
82257.974638,0.017403
82257.977139,0.000000
82257.979641,0.000000
82257.982143,0.000000
82257.984645,0.015168
82257.987147,0.000000
82257.989648,0.000000
82257.992150,0.007279
82257.994652,0.007832
82257.997154,0.012739
82257.999656,0.003032
82258.002157,0.000000
82258.004659,0.000000
82258.007161,0.000369
82258.009663,0.003585
82258.012165,0.000000
82258.014666,0.000276
82258.017168,0.000000
82258.019670,0.009585
82258.022172,0.002601
82258.024674,0.014390
82258.027175,0.000002
82258.029677,0.000000
82258.032179,0.000000
82258.034681,0.000000
82258.037183,0.010670
82258.039684,0.000000
82258.042186,0.000591
82258.044688,0.007378
82258.047190,0.000000
82258.049692,0.001072
82258.052193,0.000000
82258.054695,0.000000
82258.057197,0.000000
82258.059699,0.000000
82258.062201,0.009819
82258.064702,0.000000
82258.067204,0.000000
82258.069706,0.025393
82258.072208,0.013799
82258.074710,0.000000
82258.077211,0.000000
82258.079713,0.003483
82258.082215,0.004650
82258.084717,0.000000
82258.087218,0.016641
82258.089720,0.011853
82258.092222,0.006922
82258.094724,0.019487
82258.097226,0.006496
82258.099727,0.006443
82258.102229,0.022373
82258.104731,0.015817
82258.107233,0.000000
82258.109735,0.009095
82258.112236,0.000000
82258.114738,0.007241
82258.117240,0.006846
82258.119742,0.000000
82258.122244,0.000000
82258.124745,0.003810
82258.127247,0.000000
82258.129749,0.004520
82258.132251,0.011575
82258.134753,0.000000
82258.137254,0.003226
82258.139756,0.019870
82258.142258,0.006797
82258.144760,0.002884
82258.147262,0.000000
82258.149763,0.009638
82258.152265,0.004742
82258.154767,0.018439
82258.157269,0.000673
82258.159771,0.000000
82258.162272,0.000000
82258.164774,0.010567
82258.167276,0.000000
82258.169778,0.006273
82258.172280,0.001641
82258.174781,0.000000
82258.177283,0.000000
82258.179785,0.000000
82258.182287,0.000000
82258.184789,0.000000
82258.187290,0.000000
82258.189792,0.000000
82258.192294,0.000000
82258.194796,0.013245
82258.197298,0.000000
82258.199799,0.014704
82258.202301,0.022088
82258.204803,0.012280
82258.207305,0.007677
82258.209807,0.004694
82258.212308,0.012429
82258.214810,0.001284
82258.217312,0.014142
82258.219814,0.008820
82258.222315,0.000000
82258.224817,0.012867
82258.227319,0.001314
82258.229821,0.000000
82258.232323,0.000000
82258.234824,0.002385
82258.237326,0.014312
82258.239828,0.012768
82258.242330,0.005076
82258.244832,0.008613
82258.247333,0.018266
82258.249835,0.000000
82258.252337,0.000000
82258.254839,0.018688
82258.257341,0.000000
82258.259842,0.000000
82258.262344,0.000000
82258.264846,0.008205
82258.267348,0.000000
82258.269850,0.000000
82258.272351,0.008449
82258.274853,0.010369
82258.277355,0.000000
82258.279857,0.000000
82258.282359,0.000000
82258.284860,0.000000
82258.287362,0.003824
82258.289864,0.000000
82258.292366,0.000000
82258.294868,0.000000
82258.297369,0.016273
82258.299871,0.007326
82258.302373,0.011389
82258.304875,0.018535
82258.307377,0.000000
82258.309878,0.000000
82258.312380,0.000000
82258.314882,0.045106
82258.317384,0.000000
82258.319886,0.014919
82258.322387,0.000000
82258.324889,0.014311
82258.327391,0.026681
82258.329893,0.000000
82258.332395,0.000000
82258.334896,0.000000
82258.337398,0.000000
82258.339900,0.000000
82258.342402,0.011792
82258.344904,0.000000
82258.347405,0.000000
82258.349907,0.007578
82258.352409,0.008676
82258.354911,0.000000
82258.357412,0.001276
82258.359914,0.034988
82258.362416,0.000000
82258.364918,0.000000
82258.367420,0.027890
82258.369921,0.015859
82258.372423,0.000000
82258.374925,0.002961
82258.377427,0.000000
82258.379929,0.000000
82258.382430,0.000000
82258.384932,0.000000
82258.387434,0.001619
82258.389936,0.000000
82258.392438,0.000000
82258.394939,0.000000
82258.397441,0.024635
82258.399943,0.001181
82258.402445,0.000000
82258.404947,0.010831
82258.407448,0.000000
82258.409950,0.026831
82258.412452,0.000000
82258.414954,0.010061
82258.417456,0.000000
82258.419957,0.007226
82258.422459,0.003951
82258.424961,0.000000
82258.427463,0.000000
82258.429965,0.000000
82258.432466,0.004055
82258.434968,0.009034
82258.437470,0.000000
82258.439972,0.004126
82258.442474,0.000000
82258.444975,0.001415
82258.447477,0.000000
82258.449979,0.000258
82258.452481,0.038752
82258.454983,0.004476
82258.457484,0.009269
82258.459986,0.006291
82258.462488,0.000000
82258.464990,0.018586
82258.467492,0.000000
82258.469993,0.015154
82258.472495,0.000000
82258.474997,0.000000
82258.477499,0.005248
82258.480001,0.000000
82258.482502,0.007693
82258.485004,0.000000
82258.487506,0.000000
82258.490008,0.000000
82258.492509,0.040564
82258.495011,0.000000
82258.497513,0.000141
82258.500015,0.016421
82258.502517,0.014886
82258.505018,0.012228
82258.507520,0.000000
82258.510022,0.019406
82258.512524,0.013119
82258.515026,0.003049
82258.517527,0.003455
82258.520029,0.000000
82258.522531,0.000000
82258.525033,0.017769
82258.527535,0.018847
82258.530036,0.000000
82258.532538,0.000000
82258.535040,0.000000
82258.537542,0.000000
82258.540044,0.000923
82258.542545,0.013600
82258.545047,0.000000
82258.547549,0.000000
82258.550051,0.017762
82258.552553,0.000000
82258.555054,0.000000
82258.557556,0.000000
82258.560058,0.000000
82258.562560,0.022334
82258.565062,0.013283
82258.567563,0.016482
82258.570065,0.011777
82258.572567,0.013591
82258.575069,0.000000
82258.577571,0.000000
82258.580072,0.000000
82258.582574,0.000000
82258.585076,0.009826
82258.587578,0.001933
82258.590080,0.018837
82258.592581,0.000000
82258.595083,0.007185
82258.597585,0.000000
82258.600087,0.001353
82258.602589,0.010634
82258.605090,0.000000
82258.607592,0.007916
82258.610094,0.000000
82258.612596,0.000000
82258.615098,0.008001
82258.617599,0.025049
82258.620101,0.000000
82258.622603,0.017555
82258.625105,0.000624
82258.627606,0.000000
82258.630108,0.000000
82258.632610,0.000227
82258.635112,0.000000
82258.637614,0.000000
82258.640115,0.000000
82258.642617,0.000000
82258.645119,0.002784
82258.647621,0.000000
82258.650123,0.000000
82258.652624,0.002900
82258.655126,0.014938
82258.657628,0.005661
82258.660130,0.000000
82258.662632,0.013330
82258.665133,0.000000
82258.667635,0.000000
82258.670137,0.000000
82258.672639,0.000000
82258.675141,0.000000
82258.677642,0.000000
82258.680144,0.027465
82258.682646,0.000000
82258.685148,0.022782
82258.687650,0.000547
82258.690151,0.008113
82258.692653,0.000000
82258.695155,0.002987
82258.697657,0.009343
82258.700159,0.009545
82258.702660,0.011128
82258.705162,0.000000
82258.707664,0.000000
82258.710166,0.000000
82258.712668,0.007517
82258.715169,0.015581
82258.717671,0.023615
82258.720173,0.007726
82258.722675,0.008517
82258.725177,0.056233
82258.727678,0.250143
82258.730180,0.459150
82258.732682,0.701846
82258.735184,0.724707
82258.737686,0.528895
82258.740187,0.273133
82258.742689,0.101111
82258.745191,0.000000
82258.747693,0.004837
82258.750195,0.000000
82258.752696,0.010571
82258.755198,0.000000
82258.757700,0.000000
82258.760202,0.000000
82258.762703,0.000000
82258.765205,0.017102
82258.767707,0.002824
82258.770209,0.004947
82258.772711,0.016966
82258.775212,0.000000
82258.777714,0.010833
82258.780216,0.009822
82258.782718,0.000000
82258.785220,0.021157
82258.787721,0.000000
82258.790223,0.013176
82258.792725,0.000000
82258.795227,0.008636
82258.797729,0.026743
82258.800230,0.000000
82258.802732,0.000000
82258.805234,0.008768
82258.807736,0.000000
82258.810238,0.026116
82258.812739,0.002760
82258.815241,0.000000
82258.817743,0.000000
82258.820245,0.000000
82258.822747,0.000000
82258.825248,0.000000
82258.827750,0.000000
82258.830252,0.000000
82258.832754,0.030146
82258.835256,0.000000
82258.837757,0.002106
82258.840259,0.008510
82258.842761,0.009050
82258.845263,0.000000
82258.847765,0.000000
82258.850266,0.006486
82258.852768,0.003828
82258.855270,0.000000
82258.857772,0.000000
82258.860274,0.000000
82258.862775,0.000000
82258.865277,0.000000
82258.867779,0.000477
82258.870281,0.005153
82258.872783,0.025573
82258.875284,0.000000
82258.877786,0.011126
82258.880288,0.004395
82258.882790,0.018615
82258.885292,0.008276
82258.887793,0.000000
82258.890295,0.000000
82258.892797,0.004471
82258.895299,0.000000
82258.897800,0.000000
82258.900302,0.000000
82258.902804,0.002312
82258.905306,0.021655
82258.907808,0.000000
82258.910309,0.008478
82258.912811,0.000000
82258.915313,0.000000
82258.917815,0.010554
82258.920317,0.000000
82258.922818,0.000311
82258.925320,0.000000
82258.927822,0.012827
82258.930324,0.000000
82258.932826,0.005614
82258.935327,0.000000
82258.937829,0.000000
82258.940331,0.000000
82258.942833,0.030049
82258.945335,0.007908
82258.947836,0.000000
82258.950338,0.000000
82258.952840,0.000000
82258.955342,0.010297
82258.957844,0.000000
82258.960345,0.000000
82258.962847,0.025432
82258.965349,0.000000
82258.967851,0.001155
82258.970353,0.031646
82258.972854,0.009080
82258.975356,0.001809
82258.977858,0.007277
82258.980360,0.000000
82258.982862,0.018667
82258.985363,0.000000
82258.987865,0.000000
82258.990367,0.000000
82258.992869,0.000000
82258.995371,0.000000
82258.997872,0.000000
82259.000374,0.017199
82259.002876,0.009987
82259.005378,0.003781
82259.007880,0.000000
82259.010381,0.000000
82259.012883,0.000000
82259.015385,0.001625
82259.017887,0.011414
82259.020389,0.000000
82259.022890,0.000000
82259.025392,0.006672
82259.027894,0.000000
82259.030396,0.024213
82259.032897,0.017706
82259.035399,0.013782
82259.037901,0.010883
82259.040403,0.000000
82259.042905,0.009523
82259.045406,0.005405
82259.047908,0.008710
82259.050410,0.007075
82259.052912,0.006503
82259.055414,0.038793
82259.057915,0.000000
82259.060417,0.013449
82259.062919,0.000000
82259.065421,0.011356
82259.067923,0.013492
82259.070424,0.005234
82259.072926,0.023976
82259.075428,0.000000
82259.077930,0.000000
82259.080432,0.003050
82259.082933,0.012651
82259.085435,0.002577
82259.087937,0.018468
82259.090439,0.000000
82259.092941,0.000000
82259.095442,0.004426
82259.097944,0.000000
82259.100446,0.007797
82259.102948,0.000000
82259.105450,0.000000
82259.107951,0.000000
82259.110453,0.000414
82259.112955,0.000000
82259.115457,0.000000
82259.117959,0.000000
82259.120460,0.012304
82259.122962,0.002787
82259.125464,0.032414
82259.127966,0.002308
82259.130468,0.000000
82259.132969,0.038359
82259.135471,0.005941
82259.137973,0.014221
82259.140475,0.008504
82259.142977,0.008948
82259.145478,0.007694
82259.147980,0.000000
82259.150482,0.005279
82259.152984,0.000000
82259.155486,0.000000
82259.157987,0.000000
82259.160489,0.005134
82259.162991,0.004799
82259.165493,0.006911
82259.167994,0.004126
82259.170496,0.000000
82259.172998,0.000000
82259.175500,0.013220
82259.178002,0.015338
82259.180503,0.000000
82259.183005,0.000000
82259.185507,0.000000
82259.188009,0.015012
82259.190511,0.017450
82259.193012,0.000000
82259.195514,0.004414
82259.198016,0.026348
82259.200518,0.005965
82259.203020,0.020417
82259.205521,0.014345
82259.208023,0.000000
82259.210525,0.000000
82259.213027,0.000499
82259.215529,0.001496
82259.218030,0.013161
82259.220532,0.005870
82259.223034,0.000000
82259.225536,0.000000
82259.228038,0.000000
82259.230539,0.002519
82259.233041,0.003454
82259.235543,0.004068
82259.238045,0.000000
82259.240547,0.009683
82259.243048,0.010288
82259.245550,0.000000
82259.248052,0.000000
82259.250554,0.000000
82259.253056,0.025736
82259.255557,0.024414
82259.258059,0.008092
82259.260561,0.000000
82259.263063,0.012738
82259.265565,0.000000
82259.268066,0.000000
82259.270568,0.000000
82259.273070,0.001471
82259.275572,0.000000
82259.278074,0.001385
82259.280575,0.000000
82259.283077,0.002439
82259.285579,0.000000
82259.288081,0.015626
82259.290583,0.007496
82259.293084,0.000000
82259.295586,0.008082
82259.298088,0.000000
82259.300590,0.001040
82259.303091,0.011415
82259.305593,0.000000
82259.308095,0.000000
82259.310597,0.000000
82259.313099,0.000000
82259.315600,0.020929
82259.318102,0.000000
82259.320604,0.000000
82259.323106,0.000000
82259.325608,0.021692
82259.328109,0.000000
82259.330611,0.000000
82259.333113,0.000000
82259.335615,0.009138
82259.338117,0.004989
82259.340618,0.038032
82259.343120,0.006520
82259.345622,0.000000
82259.348124,0.000000
82259.350626,0.000000
82259.353127,0.000000
82259.355629,0.000573
82259.358131,0.011253
82259.360633,0.000000
82259.363135,0.000000
82259.365636,0.021774
82259.368138,0.000000
82259.370640,0.000000
82259.373142,0.000000
82259.375644,0.000000
82259.378145,0.005547
82259.380647,0.000000
82259.383149,0.000000
82259.385651,0.016560
82259.388153,0.000000
82259.390654,0.011133
82259.393156,0.021707
82259.395658,0.000000
82259.398160,0.010586
82259.400662,0.000000
82259.403163,0.013273
82259.405665,0.000000
82259.408167,0.000000
82259.410669,0.000000
82259.413171,0.000000
82259.415672,0.000000
82259.418174,0.000000
82259.420676,0.015592
82259.423178,0.023919
82259.425679,0.107502
82259.428181,0.332988
82259.430683,0.665701
82259.433185,0.944128
82259.435687,0.934376
82259.438188,0.677746
82259.440690,0.329869
82259.443192,0.133215
82259.445694,0.008985
82259.448196,0.000000
82259.450697,0.026693
82259.453199,0.000000
82259.455701,0.000000
82259.458203,0.000000
82259.460705,0.000000
82259.463206,0.022224
82259.465708,0.002457
82259.468210,0.001920
82259.470712,0.000000
82259.473214,0.005153
82259.475715,0.016624
82259.478217,0.016510
82259.480719,0.009599
82259.483221,0.000000
82259.485723,0.004497
82259.488224,0.009589
82259.490726,0.000000
82259.493228,0.000000
82259.495730,0.012757
82259.498232,0.012583
82259.500733,0.000000
82259.503235,0.011419
82259.505737,0.001369
82259.508239,0.011218
82259.510741,0.000000
82259.513242,0.009267
82259.515744,0.012120
82259.518246,0.000000
82259.520748,0.000255
82259.523250,0.000000
82259.525751,0.023723
82259.528253,0.000000
82259.530755,0.000000
82259.533257,0.000000
82259.535759,0.001821
82259.538260,0.010820
82259.540762,0.000000
82259.543264,0.026538
82259.545766,0.004434
82259.548268,0.006700
82259.550769,0.000000
82259.553271,0.000277
82259.555773,0.000000
82259.558275,0.014619
82259.560776,0.000000
82259.563278,0.011017
82259.565780,0.000000
82259.568282,0.002810
82259.570784,0.000000
82259.573285,0.017473
82259.575787,0.000000
82259.578289,0.000000
82259.580791,0.000000
82259.583293,0.000000
82259.585794,0.010377
82259.588296,0.000000
82259.590798,0.020021
82259.593300,0.000000
82259.595802,0.002433
82259.598303,0.000000
82259.600805,0.006046
82259.603307,0.000000
82259.605809,0.000000
82259.608311,0.017070
82259.610812,0.000000
82259.613314,0.008424
82259.615816,0.000000
82259.618318,0.001619
82259.620820,0.000000
82259.623321,0.000000
82259.625823,0.000000
82259.628325,0.026064
82259.630827,0.001448
82259.633329,0.023766
82259.635830,0.003165
82259.638332,0.000000
82259.640834,0.022110
82259.643336,0.006277
82259.645838,0.000000
82259.648339,0.006759
82259.650841,0.000000
82259.653343,0.000000
82259.655845,0.013444
82259.658347,0.015727
82259.660848,0.026399
82259.663350,0.006063
82259.665852,0.000000
82259.668354,0.011993
82259.670856,0.012206
82259.673357,0.023531
82259.675859,0.000000
82259.678361,0.000000
82259.680863,0.000000
82259.683365,0.007720
82259.685866,0.000000
82259.688368,0.011147
82259.690870,0.008443
82259.693372,0.008403
82259.695873,0.001985
82259.698375,0.022018
82259.700877,0.012525
82259.703379,0.000000
82259.705881,0.000000
82259.708382,0.000000
82259.710884,0.007918
82259.713386,0.000000
82259.715888,0.015561
82259.718390,0.019002
82259.720891,0.000000
82259.723393,0.000000
82259.725895,0.000239
82259.728397,0.012697
82259.730899,0.023115
82259.733400,0.000000
82259.735902,0.000000
82259.738404,0.000000
82259.740906,0.000000
82259.743408,0.000000
82259.745909,0.006144
82259.748411,0.000000
82259.750913,0.000000
82259.753415,0.041281
82259.755917,0.003823
82259.758418,0.001604
82259.760920,0.000000
82259.763422,0.003745
82259.765924,0.000000
82259.768426,0.000000
82259.770927,0.000000
82259.773429,0.011418
82259.775931,0.027922
82259.778433,0.005274
82259.780935,0.015844
82259.783436,0.000000
82259.785938,0.000000
82259.788440,0.015670
82259.790942,0.023883
82259.793444,0.018688
82259.795945,0.000000
82259.798447,0.000000
82259.800949,0.003986
82259.803451,0.000000
82259.805953,0.005571
82259.808454,0.011786
