wavenumber_cm-1,intensity
82254.043451,0.028842
82254.045952,0.000000
82254.048453,0.000000
82254.050954,0.000000
82254.053455,0.000000
82254.055956,0.001749
82254.058457,0.004307
82254.060958,0.002885
82254.063459,0.000000
82254.065960,0.001913
82254.068461,0.024940
82254.070962,0.008906
82254.073463,0.013250
82254.075964,0.002740
82254.078465,0.000000
82254.080966,0.000000
82254.083467,0.029917
82254.085969,0.000000
82254.088470,0.000000
82254.090971,0.003529
82254.093472,0.007906
82254.095973,0.009722
82254.098474,0.025487
82254.100975,0.021556
82254.103476,0.000000
82254.105977,0.013914
82254.108478,0.000000
82254.110979,0.000000
82254.113480,0.000000
82254.115981,0.000000
82254.118482,0.000000
82254.120983,0.000000
82254.123484,0.013327
82254.125985,0.000000
82254.128486,0.004432
82254.130987,0.019643
82254.133488,0.000000
82254.135989,0.000000
82254.138490,0.002598
82254.140991,0.004489
82254.143492,0.015850
82254.145993,0.012455
82254.148494,0.001392
82254.150995,0.004358
82254.153496,0.004755
82254.155998,0.000000
82254.158499,0.000000
82254.161000,0.003569
82254.163501,0.006586
82254.166002,0.000000
82254.168503,0.000000
82254.171004,0.000000
82254.173505,0.028258
82254.176006,0.000000
82254.178507,0.016862
82254.181008,0.022762
82254.183509,0.000653
82254.186010,0.000000
82254.188511,0.007366
82254.191012,0.002801
82254.193513,0.000000
82254.196014,0.000000
82254.198515,0.006515
82254.201016,0.013408
82254.203517,0.000000
82254.206018,0.000000
82254.208519,0.009604
82254.211020,0.000000
82254.213521,0.000000
82254.216022,0.000000
82254.218523,0.000000
82254.221024,0.038335
82254.223526,0.000000
82254.226027,0.019607
82254.228528,0.024188
82254.231029,0.000000
82254.233530,0.005292
82254.236031,0.001472
82254.238532,0.000000
82254.241033,0.000000
82254.243534,0.000702
82254.246035,0.000000
82254.248536,0.027170
82254.251037,0.000000
82254.253538,0.028022
82254.256039,0.000000
82254.258540,0.027466
82254.261041,0.007274
82254.263542,0.008091
82254.266043,0.000000
82254.268544,0.008287
82254.271045,0.024313
82254.273546,0.000000
82254.276047,0.000000
82254.278548,0.000000
82254.281049,0.023271
82254.283550,0.012286
82254.286051,0.020794
82254.288552,0.004505
82254.291054,0.000565
82254.293555,0.006089
82254.296056,0.015371
82254.298557,0.000000
82254.301058,0.019659
82254.303559,0.005255
82254.306060,0.000000
82254.308561,0.012690
82254.311062,0.000000
82254.313563,0.012341
82254.316064,0.012949
82254.318565,0.004738
82254.321066,0.007809
82254.323567,0.015784
82254.326068,0.000000
82254.328569,0.011396
82254.331070,0.016705
82254.333571,0.025281
82254.336072,0.000000
82254.338573,0.005868
82254.341074,0.000000
82254.343575,0.000000
82254.346076,0.005157
82254.348577,0.001113
82254.351078,0.016446
82254.353579,0.000000
82254.356080,0.000000
82254.358582,0.003038
82254.361083,0.000000
82254.363584,0.000000
82254.366085,0.016031
82254.368586,0.000000
82254.371087,0.016985
82254.373588,0.008723
82254.376089,0.000000
82254.378590,0.007618
82254.381091,0.007505
82254.383592,0.006075
82254.386093,0.000000
82254.388594,0.000000
82254.391095,0.019336
82254.393596,0.000000
82254.396097,0.000000
82254.398598,0.006571
82254.401099,0.000000
82254.403600,0.000000
82254.406101,0.000000
82254.408602,0.000000
82254.411103,0.000000
82254.413604,0.011583
82254.416105,0.000000
82254.418606,0.017987
82254.421107,0.000000
82254.423608,0.000000
82254.426110,0.002137
82254.428611,0.026658
82254.431112,0.007627
82254.433613,0.046184
82254.436114,0.004770
82254.438615,0.003383
82254.441116,0.000000
82254.443617,0.006147
82254.446118,0.002423
82254.448619,0.000000
82254.451120,0.000000
82254.453621,0.000000
82254.456122,0.000000
82254.458623,0.030016
82254.461124,0.000000
82254.463625,0.002432
82254.466126,0.000000
82254.468627,0.011253
82254.471128,0.002539
82254.473629,0.000000
82254.476130,0.000000
82254.478631,0.003495
82254.481132,0.000000
82254.483633,0.000000
82254.486134,0.000000
82254.488635,0.020587
82254.491136,0.012306
82254.493638,0.020550
82254.496139,0.016475
82254.498640,0.008508
82254.501141,0.000000
82254.503642,0.026478
82254.506143,0.000000
82254.508644,0.000000
82254.511145,0.010154
82254.513646,0.010867
82254.516147,0.008219
82254.518648,0.000000
82254.521149,0.000000
82254.523650,0.036405
82254.526151,0.000000
82254.528652,0.000000
82254.531153,0.000000
82254.533654,0.003514
82254.536155,0.002844
82254.538656,0.000000
82254.541157,0.005483
82254.543658,0.025331
82254.546159,0.000000
82254.548660,0.000619
82254.551161,0.000000
82254.553662,0.004233
82254.556163,0.000000
82254.558664,0.000000
82254.561166,0.000000
82254.563667,0.001405
82254.566168,0.006173
82254.568669,0.026723
82254.571170,0.006744
82254.573671,0.000000
82254.576172,0.000000
82254.578673,0.000000
82254.581174,0.000000
82254.583675,0.026975
82254.586176,0.004134
82254.588677,0.000000
82254.591178,0.000000
82254.593679,0.000000
82254.596180,0.000000
82254.598681,0.018906
82254.601182,0.000000
82254.603683,0.000000
82254.606184,0.033186
82254.608685,0.000000
82254.611186,0.000000
82254.613687,0.018818
82254.616188,0.005963
82254.618689,0.000000
82254.621190,0.000000
82254.623691,0.000000
82254.626192,0.000000
82254.628693,0.000101
82254.631195,0.002744
82254.633696,0.000000
82254.636197,0.000000
82254.638698,0.000000
82254.641199,0.004210
82254.643700,0.018393
82254.646201,0.000000
82254.648702,0.000000
82254.651203,0.001192
82254.653704,0.016061
82254.656205,0.000000
82254.658706,0.020839
82254.661207,0.006050
82254.663708,0.000412
82254.666209,0.017426
82254.668710,0.000000
82254.671211,0.007498
82254.673712,0.006181
82254.676213,0.000000
82254.678714,0.006616
82254.681215,0.004069
82254.683716,0.000000
82254.686217,0.012393
82254.688718,0.000000
82254.691219,0.003883
82254.693720,0.000000
82254.696221,0.000000
82254.698723,0.007223
82254.701224,0.000000
82254.703725,0.000000
82254.706226,0.000000
82254.708727,0.011334
82254.711228,0.000000
82254.713729,0.004013
82254.716230,0.000789
82254.718731,0.000000
82254.721232,0.028105
82254.723733,0.002581
82254.726234,0.010854
82254.728735,0.004091
82254.731236,0.000000
82254.733737,0.000000
82254.736238,0.020950
82254.738739,0.015629
82254.741240,0.028037
82254.743741,0.003184
82254.746242,0.000000
82254.748743,0.000000
82254.751244,0.000000
82254.753745,0.011017
82254.756246,0.000000
82254.758747,0.000000
82254.761248,0.035389
82254.763749,0.000000
82254.766251,0.000000
82254.768752,0.024010
82254.771253,0.000000
82254.773754,0.016326
82254.776255,0.000000
82254.778756,0.000000
82254.781257,0.024500
82254.783758,0.013259
82254.786259,0.013214
82254.788760,0.005281
82254.791261,0.008605
82254.793762,0.000000
82254.796263,0.001603
82254.798764,0.000000
82254.801265,0.000000
82254.803766,0.005903
82254.806267,0.016635
82254.808768,0.000000
82254.811269,0.000000
82254.813770,0.000000
82254.816271,0.000104
82254.818772,0.010917
82254.821273,0.011369
82254.823774,0.007831
82254.826275,0.000000
82254.828776,0.000000
82254.831277,0.011425
82254.833779,0.011663
82254.836280,0.000000
82254.838781,0.000000
82254.841282,0.016766
82254.843783,0.000000
82254.846284,0.010714
82254.848785,0.000000
82254.851286,0.000000
82254.853787,0.023158
82254.856288,0.001725
82254.858789,0.000000
82254.861290,0.000000
82254.863791,0.000000
82254.866292,0.000000
82254.868793,0.027652
82254.871294,0.000000
82254.873795,0.020791
82254.876296,0.000000
82254.878797,0.000000
82254.881298,0.000000
82254.883799,0.000000
82254.886300,0.000000
82254.888801,0.000000
82254.891302,0.000000
82254.893803,0.021729
82254.896304,0.003031
82254.898805,0.000000
82254.901307,0.003185
82254.903808,0.000000
82254.906309,0.000000
82254.908810,0.042469
82254.911311,0.002723
82254.913812,0.000000
82254.916313,0.000000
82254.918814,0.000000
82254.921315,0.023764
82254.923816,0.021573
82254.926317,0.010819
82254.928818,0.000000
82254.931319,0.021689
82254.933820,0.006460
82254.936321,0.009407
82254.938822,0.006409
82254.941323,0.000000
82254.943824,0.000000
82254.946325,0.000000
82254.948826,0.009245
82254.951327,0.000000
82254.953828,0.000000
82254.956329,0.000000
82254.958830,0.011387
82254.961331,0.009691
82254.963832,0.000000
82254.966333,0.020780
82254.968835,0.000000
82254.971336,0.015688
82254.973837,0.000000
82254.976338,0.002355
82254.978839,0.003246
82254.981340,0.002840
82254.983841,0.009688
82254.986342,0.005623
82254.988843,0.011256
82254.991344,0.006674
82254.993845,0.000000
82254.996346,0.003875
82254.998847,0.000000
82255.001348,0.000000
82255.003849,0.000000
82255.006350,0.002632
82255.008851,0.003586
82255.011352,0.015168
82255.013853,0.018778
82255.016354,0.004830
82255.018855,0.007427
82255.021356,0.001369
82255.023857,0.011020
82255.026358,0.006995
82255.028859,0.000000
82255.031360,0.030910
82255.033861,0.000000
82255.036363,0.020891
82255.038864,0.000000
82255.041365,0.011686
82255.043866,0.020634
82255.046367,0.000000
82255.048868,0.001996
82255.051369,0.010276
82255.053870,0.003619
82255.056371,0.005432
82255.058872,0.001957
82255.061373,0.000000
82255.063874,0.034014
82255.066375,0.000000
82255.068876,0.006236
82255.071377,0.000000
82255.073878,0.000000
82255.076379,0.000000
82255.078880,0.000000
82255.081381,0.015679
82255.083882,0.000000
82255.086383,0.000000
82255.088884,0.000000
82255.091385,0.001351
82255.093886,0.000000
82255.096387,0.014254
82255.098888,0.004338
82255.101389,0.000000
82255.103890,0.012212
82255.106392,0.000114
82255.108893,0.000309
82255.111394,0.000000
82255.113895,0.000000
82255.116396,0.004619
82255.118897,0.019155
82255.121398,0.000000
82255.123899,0.032722
82255.126400,0.007999
82255.128901,0.000000
82255.131402,0.000000
82255.133903,0.020411
82255.136404,0.017857
82255.138905,0.000260
82255.141406,0.002153
82255.143907,0.000000
82255.146408,0.018981
82255.148909,0.000000
82255.151410,0.012133
82255.153911,0.019420
82255.156412,0.000692
82255.158913,0.013898
82255.161414,0.026539
82255.163915,0.003849
82255.166416,0.000000
82255.168917,0.000000
82255.171418,0.000000
82255.173920,0.000000
82255.176421,0.006355
82255.178922,0.000000
82255.181423,0.004705
82255.183924,0.000000
82255.186425,0.000000
82255.188926,0.014796
82255.191427,0.000000
82255.193928,0.000237
82255.196429,0.000000
82255.198930,0.000000
82255.201431,0.011601
82255.203932,0.000000
82255.206433,0.026171
82255.208934,0.006211
82255.211435,0.007621
82255.213936,0.000000
82255.216437,0.000000
82255.218938,0.000000
82255.221439,0.000000
82255.223940,0.009536
82255.226441,0.012418
82255.228942,0.005730
82255.231443,0.000000
82255.233944,0.004750
82255.236445,0.000000
82255.238946,0.019003
82255.241448,0.000000
82255.243949,0.000000
82255.246450,0.001656
82255.248951,0.002932
82255.251452,0.000000
82255.253953,0.000000
82255.256454,0.016279
82255.258955,0.000000
82255.261456,0.000000
82255.263957,0.000000
82255.266458,0.000000
82255.268959,0.017561
82255.271460,0.000000
82255.273961,0.022364
82255.276462,0.014868
82255.278963,0.017740
82255.281464,0.027106
82255.283965,0.001167
82255.286466,0.000000
82255.288967,0.000000
82255.291468,0.000000
82255.293969,0.000000
82255.296470,0.002167
82255.298971,0.000000
82255.301472,0.000000
82255.303973,0.000000
82255.306474,0.007885
82255.308976,0.013738
82255.311477,0.000000
82255.313978,0.000000
82255.316479,0.000000
82255.318980,0.000000
82255.321481,0.000000
82255.323982,0.002126
82255.326483,0.007452
82255.328984,0.001108
82255.331485,0.000000
82255.333986,0.028900
82255.336487,0.011909
82255.338988,0.007939
82255.341489,0.014433
82255.343990,0.003513
82255.346491,0.018476
82255.348992,0.000817
82255.351493,0.000025
82255.353994,0.009124
82255.356495,0.022642
82255.358996,0.021718
82255.361497,0.008515
82255.363998,0.007420
82255.366499,0.009998
82255.369000,0.014157
82255.371501,0.018654
82255.374002,0.000000
82255.376504,0.018932
82255.379005,0.004927
82255.381506,0.009350
82255.384007,0.019850
82255.386508,0.010730
82255.389009,0.013157
82255.391510,0.000000
82255.394011,0.021521
82255.396512,0.009993
82255.399013,0.001811
82255.401514,0.015815
82255.404015,0.037170
82255.406516,0.000000
82255.409017,0.000000
82255.411518,0.038570
82255.414019,0.006129
82255.416520,0.002742
82255.419021,0.000000
82255.421522,0.017357
82255.424023,0.037507
82255.426524,0.000000
82255.429025,0.000000
82255.431526,0.000000
82255.434027,0.010527
82255.436528,0.017558
82255.439029,0.023282
82255.441530,0.011013
82255.444032,0.036187
82255.446533,0.000000
82255.449034,0.000000
82255.451535,0.021105
82255.454036,0.001764
82255.456537,0.000000
82255.459038,0.000000
82255.461539,0.003672
82255.464040,0.000000
82255.466541,0.000000
82255.469042,0.000000
82255.471543,0.000000
82255.474044,0.009123
82255.476545,0.000000
82255.479046,0.001299
82255.481547,0.007462
82255.484048,0.000000
82255.486549,0.015703
82255.489050,0.000000
82255.491551,0.000000
82255.494052,0.000000
82255.496553,0.010237
82255.499054,0.003139
82255.501555,0.030786
82255.504056,0.000000
82255.506557,0.000000
82255.509058,0.025698
82255.511560,0.000000
82255.514061,0.009811
82255.516562,0.000000
82255.519063,0.000000
82255.521564,0.000000
82255.524065,0.012920
82255.526566,0.000000
82255.529067,0.008275
82255.531568,0.010957
82255.534069,0.000000
82255.536570,0.000000
82255.539071,0.022652
82255.541572,0.009345
82255.544073,0.000000
82255.546574,0.005965
82255.549075,0.000000
82255.551576,0.015997
82255.554077,0.015990
82255.556578,0.001737
82255.559079,0.003314
82255.561580,0.000000
82255.564081,0.000000
82255.566582,0.000000
82255.569083,0.000000
82255.571584,0.015263
82255.574085,0.013249
82255.576586,0.002655
82255.579087,0.017100
82255.581589,0.000000
82255.584090,0.015474
82255.586591,0.000000
82255.589092,0.017806
82255.591593,0.000000
82255.594094,0.000000
82255.596595,0.010488
82255.599096,0.011628
82255.601597,0.000000
82255.604098,0.000000
82255.606599,0.000000
82255.609100,0.000000
82255.611601,0.000000
82255.614102,0.018696
82255.616603,0.000000
82255.619104,0.026648
82255.621605,0.019684
82255.624106,0.022510
82255.626607,0.000000
82255.629108,0.000000
82255.631609,0.000000
82255.634110,0.000000
82255.636611,0.000000
82255.639112,0.000000
82255.641613,0.000000
82255.644114,0.000000
82255.646615,0.000000
82255.649117,0.000000
82255.651618,0.005118
82255.654119,0.000000
82255.656620,0.004198
82255.659121,0.001966
82255.661622,0.000673
82255.664123,0.000000
82255.666624,0.000000
82255.669125,0.024367
82255.671626,0.009053
82255.674127,0.014446
82255.676628,0.000000
82255.679129,0.000000
82255.681630,0.007048
82255.684131,0.000000
82255.686632,0.000000
82255.689133,0.000000
82255.691634,0.000000
82255.694135,0.000000
82255.696636,0.004780
82255.699137,0.001170
82255.701638,0.020006
82255.704139,0.035532
82255.706640,0.000000
82255.709141,0.002116
82255.711642,0.002090
82255.714143,0.000000
82255.716645,0.000000
82255.719146,0.000000
82255.721647,0.003453
82255.724148,0.000000
82255.726649,0.002288
82255.729150,0.000000
82255.731651,0.002035
82255.734152,0.000000
82255.736653,0.002262
82255.739154,0.000000
82255.741655,0.002308
82255.744156,0.019238
82255.746657,0.003749
82255.749158,0.004623
82255.751659,0.011738
82255.754160,0.000000
82255.756661,0.024690
82255.759162,0.000000
82255.761663,0.012635
82255.764164,0.010728
82255.766665,0.000000
82255.769166,0.014491
82255.771667,0.007150
82255.774168,0.027147
82255.776669,0.002778
82255.779170,0.000000
82255.781671,0.000000
82255.784173,0.000000
82255.786674,0.000000
82255.789175,0.000000
82255.791676,0.003764
82255.794177,0.000000
82255.796678,0.000000
82255.799179,0.008277
82255.801680,0.009703
82255.804181,0.000000
82255.806682,0.010146
82255.809183,0.000000
82255.811684,0.000000
82255.814185,0.000000
82255.816686,0.021453
82255.819187,0.002539
82255.821688,0.000000
82255.824189,0.005389
82255.826690,0.004948
82255.829191,0.017560
82255.831692,0.000000
82255.834193,0.000172
82255.836694,0.000000
82255.839195,0.008589
82255.841696,0.000000
82255.844197,0.000000
82255.846698,0.000000
82255.849199,0.000000
82255.851701,0.023012
82255.854202,0.027682
82255.856703,0.000000
82255.859204,0.000000
82255.861705,0.004835
82255.864206,0.000000
82255.866707,0.016873
82255.869208,0.000000
82255.871709,0.007821
82255.874210,0.001637
82255.876711,0.000000
82255.879212,0.003448
82255.881713,0.012619
82255.884214,0.001247
82255.886715,0.001397
82255.889216,0.000000
82255.891717,0.016435
82255.894218,0.015003
82255.896719,0.000000
82255.899220,0.000000
82255.901721,0.020313
82255.904222,0.000000
82255.906723,0.008680
82255.909224,0.000000
82255.911725,0.025539
82255.914226,0.000911
82255.916727,0.018103
82255.919229,0.000000
82255.921730,0.000000
82255.924231,0.000000
82255.926732,0.003773
82255.929233,0.000000
82255.931734,0.010892
82255.934235,0.000000
82255.936736,0.000000
82255.939237,0.007940
82255.941738,0.000000
82255.944239,0.000000
82255.946740,0.022308
82255.949241,0.025464
82255.951742,0.000000
82255.954243,0.008299
82255.956744,0.000000
82255.959245,0.000000
82255.961746,0.000000
82255.964247,0.000000
82255.966748,0.001365
82255.969249,0.004139
82255.971750,0.000000
82255.974251,0.015625
82255.976752,0.000000
82255.979253,0.000000
82255.981754,0.007562
82255.984255,0.000000
82255.986757,0.013023
82255.989258,0.000000
82255.991759,0.014210
82255.994260,0.018502
82255.996761,0.009195
82255.999262,0.000000
82256.001763,0.000000
82256.004264,0.000000
82256.006765,0.015842
82256.009266,0.000000
82256.011767,0.000000
82256.014268,0.000000
82256.016769,0.015522
82256.019270,0.011185
82256.021771,0.006298
82256.024272,0.009162
82256.026773,0.002588
82256.029274,0.004339
82256.031775,0.003175
82256.034276,0.000000
82256.036777,0.010821
82256.039278,0.005189
82256.041779,0.000000
82256.044280,0.007597
82256.046781,0.003551
82256.049282,0.008782
82256.051783,0.000000
82256.054284,0.011659
82256.056786,0.000000
82256.059287,0.010397
82256.061788,0.000000
82256.064289,0.000000
82256.066790,0.008648
82256.069291,0.000000
82256.071792,0.031683
82256.074293,0.008136
82256.076794,0.000358
82256.079295,0.011777
82256.081796,0.000000
82256.084297,0.013258
82256.086798,0.012859
82256.089299,0.018005
82256.091800,0.000000
82256.094301,0.000000
82256.096802,0.000000
82256.099303,0.000000
82256.101804,0.023947
82256.104305,0.031528
82256.106806,0.004951
82256.109307,0.000135
82256.111808,0.000000
82256.114309,0.011845
82256.116810,0.031436
82256.119311,0.025651
82256.121812,0.016345
82256.124314,0.016135
82256.126815,0.011955
82256.129316,0.000000
82256.131817,0.000000
82256.134318,0.000000
82256.136819,0.006066
82256.139320,0.000000
82256.141821,0.000000
82256.144322,0.000000
82256.146823,0.014562
82256.149324,0.000000
82256.151825,0.004714
82256.154326,0.000000
82256.156827,0.022949
82256.159328,0.000000
82256.161829,0.006835
82256.164330,0.000000
82256.166831,0.000000
82256.169332,0.002962
82256.171833,0.003668
82256.174334,0.003293
82256.176835,0.002180
82256.179336,0.000000
82256.181837,0.000000
82256.184338,0.000454
82256.186839,0.002806
82256.189340,0.000000
82256.191842,0.010479
82256.194343,0.001341
82256.196844,0.002892
82256.199345,0.000000
82256.201846,0.000000
82256.204347,0.002212
82256.206848,0.017343
82256.209349,0.006375
82256.211850,0.000000
82256.214351,0.011703
82256.216852,0.000000
82256.219353,0.010265
82256.221854,0.000000
82256.224355,0.005075
82256.226856,0.000000
82256.229357,0.000000
82256.231858,0.000000
82256.234359,0.007355
82256.236860,0.005317
82256.239361,0.006125
82256.241862,0.003955
82256.244363,0.000000
82256.246864,0.013874
82256.249365,0.014260
82256.251866,0.000000
82256.254367,0.007643
82256.256868,0.012568
82256.259370,0.000000
82256.261871,0.000000
82256.264372,0.007672
82256.266873,0.000000
82256.269374,0.000000
82256.271875,0.000000
82256.274376,0.000000
82256.276877,0.015584
82256.279378,0.000000
82256.281879,0.004928
82256.284380,0.011659
82256.286881,0.000000
82256.289382,0.000000
82256.291883,0.003344
82256.294384,0.000026
82256.296885,0.014414
82256.299386,0.000000
82256.301887,0.000000
82256.304388,0.008066
82256.306889,0.000725
82256.309390,0.010802
82256.311891,0.003764
82256.314392,0.000000
82256.316893,0.000000
82256.319394,0.033396
82256.321895,0.022047
82256.324396,0.007117
82256.326898,0.001127
82256.329399,0.007729
82256.331900,0.011876
82256.334401,0.006016
82256.336902,0.000000
82256.339403,0.025632
82256.341904,0.003536
82256.344405,0.028927
82256.346906,0.002688
82256.349407,0.000000
82256.351908,0.019881
82256.354409,0.004326
82256.356910,0.001916
82256.359411,0.000000
82256.361912,0.009483
82256.364413,0.000000
82256.366914,0.000000
82256.369415,0.000000
82256.371916,0.006306
82256.374417,0.000000
82256.376918,0.000000
82256.379419,0.014080
82256.381920,0.000000
82256.384421,0.002483
82256.386922,0.000000
82256.389423,0.000000
82256.391924,0.023774
82256.394426,0.000000
82256.396927,0.010997
82256.399428,0.000000
82256.401929,0.000000
82256.404430,0.000000
82256.406931,0.010829
82256.409432,0.000000
82256.411933,0.000000
82256.414434,0.001578
82256.416935,0.000000
82256.419436,0.000000
82256.421937,0.000000
82256.424438,0.012862
82256.426939,0.000000
82256.429440,0.000000
82256.431941,0.000000
82256.434442,0.000000
82256.436943,0.000000
82256.439444,0.000000
82256.441945,0.000000
82256.444446,0.000000
82256.446947,0.009321
82256.449448,0.017880
82256.451949,0.000000
82256.454450,0.027119
82256.456951,0.000000
82256.459452,0.011906
82256.461954,0.027743
82256.464455,0.002001
82256.466956,0.000000
82256.469457,0.001306
82256.471958,0.000000
82256.474459,0.000000
82256.476960,0.028511
82256.479461,0.000000
82256.481962,0.004316
82256.484463,0.000000
82256.486964,0.000000
82256.489465,0.010699
82256.491966,0.004570
82256.494467,0.000000
82256.496968,0.000000
82256.499469,0.004540
82256.501970,0.024528
82256.504471,0.000000
82256.506972,0.027458
82256.509473,0.017229
82256.511974,0.019669
82256.514475,0.004430
82256.516976,0.016822
82256.519477,0.000000
82256.521978,0.000000
82256.524479,0.011000
82256.526980,0.004249
82256.529481,0.000000
82256.531983,0.000000
82256.534484,0.000000
82256.536985,0.000000
82256.539486,0.007089
82256.541987,0.000000
82256.544488,0.000000
82256.546989,0.037962
82256.549490,0.014912
82256.551991,0.015166
82256.554492,0.031632
82256.556993,0.011522
82256.559494,0.000000
82256.561995,0.000000
82256.564496,0.013859
82256.566997,0.000000
82256.569498,0.000000
82256.571999,0.000000
82256.574500,0.001420
82256.577001,0.012267
82256.579502,0.004013
82256.582003,0.013475
82256.584504,0.028222
82256.587005,0.000000
82256.589506,0.040328
82256.592007,0.003055
82256.594508,0.013633
82256.597009,0.000000
82256.599511,0.023259
82256.602012,0.014963
82256.604513,0.021135
82256.607014,0.000783
82256.609515,0.000000
82256.612016,0.006613
82256.614517,0.000000
82256.617018,0.000000
82256.619519,0.002745
82256.622020,0.034145
82256.624521,0.004575
82256.627022,0.002004
82256.629523,0.000000
82256.632024,0.000000
82256.634525,0.001233
82256.637026,0.001478
82256.639527,0.000000
82256.642028,0.000000
82256.644529,0.000000
82256.647030,0.000933
82256.649531,0.000000
82256.652032,0.000000
82256.654533,0.004155
82256.657034,0.007740
82256.659535,0.001742
82256.662036,0.000000
82256.664537,0.008544
82256.667039,0.000000
82256.669540,0.000000
82256.672041,0.014884
82256.674542,0.005078
82256.677043,0.000000
82256.679544,0.000000
82256.682045,0.000000
82256.684546,0.028994
82256.687047,0.000000
82256.689548,0.000000
82256.692049,0.000000
82256.694550,0.004603
82256.697051,0.000000
82256.699552,0.002502
82256.702053,0.000000
82256.704554,0.001399
82256.707055,0.000000
82256.709556,0.000000
82256.712057,0.011991
82256.714558,0.000000
82256.717059,0.006804
82256.719560,0.007280
82256.722061,0.018241
82256.724562,0.000000
82256.727063,0.013200
82256.729564,0.000236
82256.732065,0.000000
82256.734567,0.000000
82256.737068,0.008713
82256.739569,0.000000
82256.742070,0.007438
82256.744571,0.027690
82256.747072,0.014076
82256.749573,0.019986
82256.752074,0.000000
82256.754575,0.010956
82256.757076,0.000000
82256.759577,0.000000
82256.762078,0.025011
82256.764579,0.000000
82256.767080,0.015963
82256.769581,0.014588
82256.772082,0.015437
82256.774583,0.000000
82256.777084,0.007544
82256.779585,0.000000
82256.782086,0.015635
82256.784587,0.000000
82256.787088,0.005283
82256.789589,0.003252
82256.792090,0.000000
82256.794591,0.000000
82256.797092,0.000000
82256.799593,0.000000
82256.802095,0.007889
82256.804596,0.002806
82256.807097,0.002433
82256.809598,0.000000
82256.812099,0.016094
82256.814600,0.000000
82256.817101,0.000484
82256.819602,0.013507
82256.822103,0.000000
82256.824604,0.003283
82256.827105,0.006082
82256.829606,0.000000
82256.832107,0.009370
82256.834608,0.006853
82256.837109,0.000000
82256.839610,0.000000
82256.842111,0.007520
82256.844612,0.011325
82256.847113,0.000903
82256.849614,0.016090
82256.852115,0.009459
82256.854616,0.000000
82256.857117,0.000000
82256.859618,0.016981
82256.862119,0.000000
82256.864620,0.002358
82256.867121,0.016364
82256.869623,0.000000
82256.872124,0.000535
82256.874625,0.000000
82256.877126,0.005314
82256.879627,0.008424
82256.882128,0.000000
82256.884629,0.000000
82256.887130,0.037723
82256.889631,0.000000
