wavelength_nm,intensity
88.434478,0.002286
88.451150,0.002281
88.467823,0.002286
88.484495,0.017103
88.501167,0.002534
88.517839,0.005041
88.534512,0.004235
88.551184,0.002892
88.567856,0.000000
88.584528,0.003369
88.601200,0.000000
88.617873,0.000000
88.634545,0.000000
88.651217,0.000363
88.667889,0.010275
88.684562,0.000000
88.701234,0.003046
88.717906,0.000000
88.734578,0.000000
88.751250,0.004834
88.767923,0.000285
88.784595,0.000000
88.801267,0.000000
88.817939,0.003017
88.834612,0.000000
88.851284,0.000961
88.867956,0.000202
88.884628,0.000000
88.901300,0.009517
88.917973,0.002814
88.934645,0.000000
88.951317,0.000828
88.967989,0.000000
88.984662,0.003784
89.001334,0.000000
89.018006,0.000000
89.034678,0.002242
89.051350,0.003843
89.068023,0.000000
89.084695,0.000000
89.101367,0.000000
89.118039,0.000000
89.134712,0.007837
89.151384,0.001798
89.168056,0.000000
89.184728,0.004074
89.201400,0.009420
89.218073,0.004583
89.234745,0.000000
89.251417,0.000000
89.268089,0.005624
89.284762,0.000000
89.301434,0.001970
89.318106,0.003439
89.334778,0.000000
89.351450,0.000000
89.368123,0.000000
89.384795,0.000000
89.401467,0.000000
89.418139,0.000000
89.434812,0.007246
89.451484,0.000000
89.468156,0.000000
89.484828,0.000580
89.501501,0.006398
89.518173,0.000000
89.534845,0.005163
89.551517,0.000045
89.568189,0.000000
89.584862,0.002051
89.601534,0.000884
89.618206,0.000000
89.634878,0.000310
89.651551,0.000000
89.668223,0.000504
89.684895,0.002939
89.701567,0.007040
89.718239,0.000000
89.734912,0.009469
89.751584,0.000000
89.768256,0.000000
89.784928,0.002612
89.801601,0.001247
89.818273,0.000000
89.834945,0.000000
89.851617,0.000000
89.868289,0.000000
89.884962,0.003771
89.901634,0.001585
89.918306,0.000000
89.934978,0.003993
89.951651,0.001364
89.968323,0.003608
89.984995,0.002795
90.001667,0.000000
90.018339,0.000000
90.035012,0.003317
90.051684,0.002709
90.068356,0.000000
90.085028,0.000521
90.101701,0.005672
90.118373,0.000000
90.135045,0.002429
90.151717,0.000000
90.168389,0.000000
90.185062,0.004878
90.201734,0.003664
90.218406,0.003611
90.235078,0.005795
90.251751,0.000093
90.268423,0.003027
90.285095,0.000000
90.301767,0.001439
90.318439,0.000000
90.335112,0.000431
90.351784,0.002642
90.368456,0.000000
90.385128,0.009288
90.401801,0.000000
90.418473,0.000000
90.435145,0.005141
90.451817,0.003514
90.468489,0.002771
90.485162,0.002789
90.501834,0.000000
90.518506,0.000000
90.535178,0.000337
90.551851,0.000000
90.568523,0.004329
90.585195,0.000000
90.601867,0.000000
90.618540,0.000000
90.635212,0.001833
90.651884,0.000000
90.668556,0.000000
90.685228,0.001082
90.701901,0.001087
90.718573,0.000000
90.735245,0.000000
90.751917,0.001030
90.768590,0.000000
90.785262,0.000000
90.801934,0.000000
90.818606,0.000000
90.835278,0.001380
90.851951,0.006549
90.868623,0.003807
90.885295,0.000000
90.901967,0.000000
90.918640,0.000000
90.935312,0.000000
90.951984,0.000000
90.968656,0.001433
90.985328,0.000000
91.002001,0.002305
91.018673,0.006804
91.035345,0.000000
91.052017,0.001783
91.068690,0.003064
91.085362,0.000000
91.102034,0.000995
91.118706,0.000056
91.135378,0.000434
91.152051,0.000000
91.168723,0.000109
91.185395,0.002211
91.202067,0.006442
91.218740,0.004258
91.235412,0.009558
91.252084,0.000000
91.268756,0.003872
91.285428,0.000814
91.302101,0.009721
91.318773,0.000000
91.335445,0.000000
91.352117,0.000000
91.368790,0.000000
91.385462,0.000000
91.402134,0.000000
91.418806,0.000668
91.435478,0.001517
91.452151,0.008328
91.468823,0.004219
91.485495,0.000000
91.502167,0.000000
91.518840,0.002184
91.535512,0.000000
91.552184,0.008130
91.568856,0.005236
91.585529,0.000000
91.602201,0.000000
91.618873,0.006010
91.635545,0.000000
91.652217,0.005495
91.668890,0.000000
91.685562,0.000000
91.702234,0.000023
91.718906,0.000209
91.735579,0.000000
91.752251,0.002765
91.768923,0.000000
91.785595,0.000000
91.802267,0.000534
91.818940,0.002284
91.835612,0.003159
91.852284,0.000000
91.868956,0.000000
91.885629,0.005672
91.902301,0.001475
91.918973,0.000000
91.935645,0.006886
91.952317,0.000513
91.968990,0.005235
91.985662,0.000300
92.002334,0.009148
92.019006,0.007792
92.035679,0.000000
92.052351,0.004313
92.069023,0.002865
92.085695,0.006075
92.102367,0.000000
92.119040,0.003045
92.135712,0.004698
92.152384,0.000000
92.169056,0.000000
92.185729,0.000000
92.202401,0.000000
92.219073,0.003185
92.235745,0.006669
92.252417,0.000329
92.269090,0.007230
92.285762,0.000000
92.302434,0.000000
92.319106,0.000000
92.335779,0.001705
92.352451,0.000000
92.369123,0.000000
92.385795,0.000000
92.402467,0.000000
92.419140,0.002973
92.435812,0.001627
92.452484,0.000000
92.469156,0.000000
92.485829,0.000000
92.502501,0.000000
92.519173,0.004240
92.535845,0.000000
92.552518,0.002238
92.569190,0.000000
92.585862,0.000000
92.602534,0.000000
92.619206,0.000000
92.635879,0.000000
92.652551,0.000000
92.669223,0.008722
92.685895,0.000157
92.702568,0.000000
92.719240,0.000950
92.735912,0.000000
92.752584,0.000000
92.769256,0.002726
92.785929,0.003363
92.802601,0.000000
92.819273,0.000000
92.835945,0.000000
92.852618,0.000000
92.869290,0.000000
92.885962,0.006068
92.902634,0.007302
92.919306,0.000000
92.935979,0.002559
92.952651,0.001382
92.969323,0.013667
92.985995,0.004970
93.002668,0.000000
93.019340,0.000000
93.036012,0.000000
93.052684,0.000903
93.069356,0.000000
93.086029,0.000000
93.102701,0.000000
93.119373,0.000000
93.136045,0.007489
93.152718,0.003914
93.169390,0.000000
93.186062,0.006570
93.202734,0.000343
93.219406,0.000000
93.236079,0.006761
93.252751,0.002392
93.269423,0.000000
93.286095,0.000000
93.302768,0.000000
93.319440,0.000000
93.336112,0.004111
93.352784,0.008476
93.369456,0.000000
93.386129,0.002499
93.402801,0.000000
93.419473,0.000000
93.436145,0.000000
93.452818,0.000000
93.469490,0.000215
93.486162,0.000000
93.502834,0.001201
93.519507,0.000000
93.536179,0.000000
93.552851,0.000000
93.569523,0.000000
93.586195,0.003353
93.602868,0.002224
93.619540,0.000000
93.636212,0.000441
93.652884,0.003335
93.669557,0.000000
93.686229,0.002412
93.702901,0.000000
93.719573,0.002533
93.736245,0.000000
93.752918,0.000000
93.769590,0.000000
93.786262,0.000213
93.802934,0.001153
93.819607,0.000000
93.836279,0.002835
93.852951,0.000000
93.869623,0.000000
93.886295,0.000000
93.902968,0.000000
93.919640,0.000210
93.936312,0.000000
93.952984,0.000000
93.969657,0.004467
93.986329,0.000000
94.003001,0.003710
94.019673,0.000000
94.036345,0.002352
94.053018,0.006399
94.069690,0.000000
94.086362,0.000000
94.103034,0.002562
94.119707,0.000000
94.136379,0.001648
94.153051,0.000000
94.169723,0.000384
94.186395,0.000000
94.203068,0.005184
94.219740,0.001129
94.236412,0.001499
94.253084,0.000000
94.269757,0.000000
94.286429,0.000000
94.303101,0.001751
94.319773,0.000000
94.336445,0.001287
94.353118,0.009213
94.369790,0.003868
94.386462,0.000000
94.403134,0.005334
94.419807,0.000000
94.436479,0.000000
94.453151,0.000000
94.469823,0.000000
94.486495,0.000000
94.503168,0.000133
94.519840,0.007525
94.536512,0.001582
94.553184,0.000000
94.569857,0.003993
94.586529,0.000000
94.603201,0.001739
94.619873,0.004429
94.636546,0.000000
94.653218,0.007097
94.669890,0.004290
94.686562,0.001939
94.703234,0.007854
94.719907,0.016696
94.736579,0.009335
94.753251,0.011907
94.769923,0.011419
94.786596,0.012706
94.803268,0.023519
94.819940,0.019666
94.836612,0.027611
94.853284,0.029085
94.869957,0.037199
94.886629,0.040231
94.903301,0.046691
94.919973,0.042667
94.936646,0.045958
94.953318,0.044305
94.969990,0.047367
94.986662,0.050863
95.003334,0.051566
95.020007,0.042346
95.036679,0.047840
95.053351,0.046960
95.070023,0.039303
95.086696,0.042037
95.103368,0.026371
95.120040,0.020385
95.136712,0.014246
95.153384,0.025241
95.170057,0.018264
95.186729,0.012221
95.203401,0.011191
95.220073,0.002807
95.236746,0.016874
95.253418,0.005135
95.270090,0.003884
95.286762,0.005711
95.303434,0.003928
95.320107,0.002263
95.336779,0.000000
95.353451,0.002697
95.370123,0.008760
95.386796,0.006241
95.403468,0.007247
95.420140,0.000000
95.436812,0.000000
95.453484,0.000000
95.470157,0.000274
95.486829,0.004873
95.503501,0.000000
95.520173,0.006795
95.536846,0.000000
95.553518,0.000000
95.570190,0.000000
95.586862,0.000000
95.603535,0.003654
95.620207,0.000326
95.636879,0.000000
95.653551,0.000000
95.670223,0.000000
95.686896,0.007409
95.703568,0.000000
95.720240,0.000000
95.736912,0.000000
95.753585,0.000000
95.770257,0.000000
95.786929,0.000000
95.803601,0.000000
95.820273,0.003091
95.836946,0.008208
95.853618,0.005001
95.870290,0.000000
95.886962,0.000000
95.903635,0.011423
95.920307,0.000263
95.936979,0.000062
95.953651,0.000000
95.970323,0.000879
95.986996,0.000000
96.003668,0.000000
96.020340,0.000000
96.037012,0.000000
96.053685,0.000000
96.070357,0.000000
96.087029,0.000472
96.103701,0.000000
96.120373,0.006676
96.137046,0.000000
96.153718,0.004845
96.170390,0.005531
96.187062,0.000000
96.203735,0.000000
96.220407,0.000000
96.237079,0.000000
96.253751,0.000000
96.270423,0.000000
96.287096,0.007778
96.303768,0.004154
96.320440,0.005645
96.337112,0.003204
96.353785,0.000000
96.370457,0.000000
96.387129,0.002172
96.403801,0.000000
96.420473,0.003165
96.437146,0.000000
96.453818,0.000000
96.470490,0.003156
96.487162,0.001972
96.503835,0.000000
96.520507,0.005146
96.537179,0.000000
96.553851,0.002734
96.570524,0.002633
96.587196,0.000000
96.603868,0.001448
96.620540,0.000000
96.637212,0.004102
96.653885,0.000000
96.670557,0.000000
96.687229,0.004661
96.703901,0.000000
96.720574,0.000000
96.737246,0.000000
96.753918,0.002726
96.770590,0.000000
96.787262,0.007887
96.803935,0.000000
96.820607,0.007776
96.837279,0.001317
96.853951,0.000150
96.870624,0.000000
96.887296,0.003046
96.903968,0.001676
96.920640,0.007518
96.937312,0.004168
96.953985,0.005697
96.970657,0.005178
96.987329,0.008763
97.004001,0.013132
97.020674,0.007501
97.037346,0.013046
97.054018,0.026890
97.070690,0.029504
97.087362,0.033616
97.104035,0.040626
97.120707,0.048473
97.137379,0.051003
97.154051,0.056273
97.170724,0.066542
97.187396,0.066640
97.204068,0.077233
97.220740,0.071216
97.237412,0.085448
97.254085,0.083729
97.270757,0.082128
97.287429,0.083354
97.304101,0.083127
97.320774,0.075879
97.337446,0.057956
97.354118,0.054545
97.370790,0.051144
97.387462,0.047567
97.404135,0.043349
97.420807,0.031690
97.437479,0.030015
97.454151,0.020632
97.470824,0.016661
97.487496,0.009143
97.504168,0.007913
97.520840,0.003217
97.537513,0.002621
97.554185,0.009833
97.570857,0.000000
97.587529,0.014379
97.604201,0.004087
97.620874,0.002134
97.637546,0.000000
97.654218,0.003707
97.670890,0.000000
97.687563,0.000796
97.704235,0.011526
97.720907,0.000000
97.737579,0.005164
97.754251,0.000000
97.770924,0.000000
97.787596,0.007874
97.804268,0.000000
97.820940,0.008050
97.837613,0.003144
97.854285,0.000000
97.870957,0.002808
97.887629,0.004318
97.904301,0.002760
97.920974,0.000000
97.937646,0.000000
97.954318,0.000000
97.970990,0.000000
97.987663,0.002755
98.004335,0.000789
98.021007,0.000000
98.037679,0.001688
98.054351,0.002710
98.071024,0.002485
98.087696,0.004798
98.104368,0.003702
98.121040,0.002038
98.137713,0.000000
98.154385,0.000000
98.171057,0.001907
98.187729,0.000922
98.204401,0.001206
98.221074,0.000000
98.237746,0.000000
98.254418,0.004675
98.271090,0.000000
98.287763,0.003025
98.304435,0.000126
98.321107,0.000132
98.337779,0.004165
98.354451,0.000000
98.371124,0.000427
98.387796,0.000000
98.404468,0.000000
98.421140,0.000000
98.437813,0.000986
98.454485,0.000000
98.471157,0.005574
98.487829,0.000000
98.504502,0.000000
98.521174,0.000000
98.537846,0.006423
98.554518,0.000873
98.571190,0.004580
98.587863,0.000000
98.604535,0.001185
98.621207,0.003949
98.637879,0.000365
98.654552,0.004730
98.671224,0.000000
98.687896,0.006256
98.704568,0.010205
98.721240,0.000000
98.737913,0.000000
98.754585,0.006452
98.771257,0.007012
98.787929,0.000000
98.804602,0.000000
98.821274,0.000000
98.837946,0.000000
98.854618,0.000000
98.871290,0.000000
98.887963,0.000000
98.904635,0.000000
98.921307,0.001040
98.937979,0.006883
98.954652,0.000000
98.971324,0.004369
98.987996,0.000000
99.004668,0.000000
99.021340,0.002996
99.038013,0.000000
99.054685,0.001698
99.071357,0.000739
99.088029,0.002186
99.104702,0.001284
99.121374,0.010899
99.138046,0.000000
99.154718,0.000000
99.171390,0.000000
99.188063,0.000000
99.204735,0.000000
99.221407,0.005278
99.238079,0.006306
99.254752,0.000000
99.271424,0.000000
99.288096,0.002093
99.304768,0.000000
99.321440,0.002810
99.338113,0.000901
99.354785,0.000000
99.371457,0.006870
99.388129,0.007972
99.404802,0.000000
99.421474,0.000000
99.438146,0.001269
99.454818,0.001485
99.471490,0.002923
99.488163,0.008923
99.504835,0.000000
99.521507,0.000000
99.538179,0.000000
99.554852,0.000000
99.571524,0.000000
99.588196,0.007966
99.604868,0.000000
99.621541,0.000993
99.638213,0.000000
99.654885,0.005275
99.671557,0.011217
99.688229,0.000000
99.704902,0.000000
99.721574,0.004635
99.738246,0.003027
99.754918,0.008198
99.771591,0.002592
99.788263,0.000000
99.804935,0.002622
99.821607,0.004922
99.838279,0.003642
99.854952,0.002252
99.871624,0.004735
99.888296,0.005191
99.904968,0.006136
99.921641,0.002880
99.938313,0.000000
99.954985,0.000651
99.971657,0.005356
99.988329,0.000000
100.005002,0.001637
100.021674,0.000000
100.038346,0.000128
100.055018,0.005675
100.071691,0.000848
100.088363,0.000206
100.105035,0.000000
100.121707,0.003313
100.138379,0.002865
100.155052,0.009603
100.171724,0.000000
100.188396,0.000973
100.205068,0.001107
100.221741,0.007002
100.238413,0.000000
100.255085,0.001239
100.271757,0.002699
100.288429,0.000828
100.305102,0.000000
100.321774,0.000862
100.338446,0.004766
100.355118,0.000000
100.371791,0.000590
100.388463,0.000000
100.405135,0.005305
100.421807,0.000000
100.438479,0.000000
100.455152,0.001674
100.471824,0.006949
100.488496,0.000000
100.505168,0.000000
100.521841,0.008351
100.538513,0.000000
100.555185,0.000000
100.571857,0.001953
100.588530,0.000000
100.605202,0.000000
100.621874,0.003144
100.638546,0.001082
100.655218,0.000000
100.671891,0.000000
100.688563,0.003873
100.705235,0.002886
100.721907,0.000000
100.738580,0.008197
100.755252,0.000000
100.771924,0.000000
100.788596,0.000000
100.805268,0.000000
100.821941,0.001080
100.838613,0.000000
100.855285,0.001563
100.871957,0.000000
100.888630,0.006409
100.905302,0.000000
100.921974,0.004960
100.938646,0.001521
100.955318,0.002028
100.971991,0.002529
100.988663,0.001987
101.005335,0.002853
101.022007,0.005900
101.038680,0.000872
101.055352,0.003147
101.072024,0.000000
101.088696,0.006393
101.105368,0.000000
101.122041,0.007995
101.138713,0.000000
101.155385,0.000000
101.172057,0.000569
101.188730,0.000000
101.205402,0.003732
101.222074,0.000000
101.238746,0.000000
101.255418,0.000000
101.272091,0.000000
101.288763,0.000000
101.305435,0.000000
101.322107,0.003376
101.338780,0.003488
101.355452,0.001889
101.372124,0.000000
101.388796,0.000000
101.405468,0.000000
101.422141,0.000000
101.438813,0.006674
101.455485,0.003895
101.472157,0.000000
101.488830,0.000119
101.505502,0.000925
101.522174,0.000000
101.538846,0.000000
101.555519,0.000000
101.572191,0.000000
101.588863,0.000000
101.605535,0.007980
101.622207,0.002845
101.638880,0.000000
101.655552,0.002542
101.672224,0.006212
101.688896,0.004105
101.705569,0.000265
101.722241,0.000000
101.738913,0.003099
101.755585,0.001747
101.772257,0.003974
101.788930,0.002820
101.805602,0.004659
101.822274,0.000000
101.838946,0.005848
101.855619,0.000877
101.872291,0.009212
101.888963,0.000000
101.905635,0.007706
101.922307,0.000879
101.938980,0.000000
101.955652,0.000000
101.972324,0.000000
101.988996,0.001887
102.005669,0.002329
102.022341,0.000000
102.039013,0.000000
102.055685,0.009551
102.072357,0.007739
102.089030,0.002053
102.105702,0.000358
102.122374,0.000837
102.139046,0.003202
102.155719,0.000000
102.172391,0.000000
102.189063,0.000000
102.205735,0.004260
102.222407,0.006471
102.239080,0.002971
102.255752,0.014138
102.272424,0.004384
102.289096,0.006770
102.305769,0.018616
102.322441,0.027644
102.339113,0.036979
102.355785,0.035174
102.372457,0.050923
102.389130,0.056056
102.405802,0.066596
102.422474,0.083256
102.439146,0.094742
102.455819,0.097528
102.472491,0.123491
102.489163,0.134725
102.505835,0.136246
102.522508,0.149498
102.539180,0.156532
102.555852,0.159651
102.572524,0.157554
102.589196,0.155790
102.605869,0.154766
102.622541,0.153724
102.639213,0.142413
102.655885,0.128084
102.672558,0.121597
102.689230,0.093170
102.705902,0.098241
102.722574,0.072871
102.739246,0.066943
102.755919,0.052350
102.772591,0.041367
102.789263,0.043221
102.805935,0.028160
102.822608,0.025146
102.839280,0.017912
102.855952,0.015789
102.872624,0.010481
102.889296,0.001698
102.905969,0.009721
102.922641,0.001541
102.939313,0.000000
102.955985,0.000000
102.972658,0.007840
102.989330,0.004549
103.006002,0.000000
103.022674,0.000000
103.039346,0.000000
103.056019,0.009341
103.072691,0.001769
103.089363,0.001953
103.106035,0.004599
103.122708,0.001075
103.139380,0.000000
103.156052,0.000000
103.172724,0.000000
103.189396,0.000000
103.206069,0.003231
103.222741,0.000231
103.239413,0.003252
103.256085,0.000000
103.272758,0.000349
103.289430,0.000000
103.306102,0.004068
103.322774,0.001538
103.339446,0.004430
103.356119,0.000000
103.372791,0.009270
103.389463,0.000000
103.406135,0.004919
103.422808,0.000000
103.439480,0.002720
103.456152,0.000000
103.472824,0.000000
103.489496,0.008497
103.506169,0.000000
103.522841,0.000965
103.539513,0.003862
103.556185,0.002200
103.572858,0.000668
103.589530,0.001620
103.606202,0.010669
103.622874,0.000000
103.639547,0.000893
103.656219,0.004664
103.672891,0.004908
103.689563,0.005269
103.706235,0.002835
103.722908,0.000000
103.739580,0.007251
103.756252,0.000000
103.772924,0.001343
103.789597,0.000000
103.806269,0.000000
103.822941,0.001459
103.839613,0.001427
103.856285,0.001873
103.872958,0.007163
103.889630,0.002013
103.906302,0.000000
103.922974,0.004280
103.939647,0.005280
103.956319,0.000000
103.972991,0.002652
103.989663,0.003113
104.006335,0.000000
104.023008,0.006107
104.039680,0.000000
104.056352,0.000557
104.073024,0.000000
104.089697,0.000069
104.106369,0.000000
104.123041,0.000000
104.139713,0.007078
104.156385,0.000000
104.173058,0.000000
104.189730,0.000000
104.206402,0.000000
104.223074,0.000000
104.239747,0.007289
104.256419,0.004483
104.273091,0.000000
104.289763,0.009999
104.306435,0.004358
104.323108,0.000000
104.339780,0.000000
104.356452,0.010170
104.373124,0.000000
104.389797,0.000000
104.406469,0.004539
104.423141,0.010830
104.439813,0.006145
104.456485,0.002503
104.473158,0.002640
104.489830,0.003788
104.506502,0.003369
104.523174,0.001248
104.539847,0.000463
104.556519,0.000000
104.573191,0.000000
104.589863,0.000000
104.606536,0.000000
104.623208,0.000000
104.639880,0.000000
104.656552,0.000000
104.673224,0.000799
104.689897,0.006179
104.706569,0.004076
104.723241,0.000000
104.739913,0.000000
104.756586,0.004176
104.773258,0.000000
104.789930,0.000000
104.806602,0.002442
104.823274,0.000000
104.839947,0.000468
104.856619,0.000000
104.873291,0.000000
104.889963,0.001420
104.906636,0.000000
104.923308,0.001955
104.939980,0.000000
104.956652,0.002453
104.973324,0.000994
104.989997,0.006056
105.006669,0.000556
105.023341,0.000000
105.040013,0.000543
105.056686,0.002412
105.073358,0.000217
105.090030,0.000180
105.106702,0.000000
105.123374,0.000000
105.140047,0.000000
105.156719,0.007767
105.173391,0.000000
105.190063,0.000000
105.206736,0.000000
105.223408,0.003973
105.240080,0.000000
105.256752,0.005539
105.273424,0.000000
105.290097,0.001238
105.306769,0.000000
105.323441,0.009522
105.340113,0.000000
105.356786,0.001375
105.373458,0.002813
105.390130,0.001837
105.406802,0.000000
105.423474,0.000000
105.440147,0.000194
105.456819,0.000000
105.473491,0.004279
105.490163,0.009813
105.506836,0.000000
105.523508,0.000000
105.540180,0.000000
105.556852,0.011452
105.573525,0.000000
105.590197,0.007276
105.606869,0.007447
105.623541,0.000000
105.640213,0.002526
105.656886,0.007229
105.673558,0.000000
105.690230,0.000000
105.706902,0.000000
105.723575,0.000000
105.740247,0.000000
105.756919,0.000000
105.773591,0.000151
105.790263,0.000000
105.806936,0.001038
105.823608,0.000000
105.840280,0.001469
105.856952,0.003700
105.873625,0.000000
105.890297,0.001660
105.906969,0.005450
105.923641,0.000000
105.940313,0.007425
105.956986,0.001860
105.973658,0.000000
105.990330,0.000000
106.007002,0.002478
106.023675,0.000337
106.040347,0.002392
106.057019,0.000000
106.073691,0.000752
106.090363,0.000000
106.107036,0.000000
106.123708,0.000000
106.140380,0.000000
106.157052,0.005487
106.173725,0.004844
106.190397,0.002704
106.207069,0.000000
106.223741,0.000000
106.240413,0.005385
106.257086,0.000629
106.273758,0.010296
106.290430,0.001746
106.307102,0.000853
106.323775,0.000000
106.340447,0.000593
106.357119,0.000000
106.373791,0.003143
106.390463,0.004247
106.407136,0.000000
106.423808,0.000000
106.440480,0.000000
106.457152,0.002255
106.473825,0.000000
106.490497,0.000000
106.507169,0.001725
106.523841,0.011067
106.540514,0.000000
106.557186,0.003722
106.573858,0.000363
106.590530,0.000000
106.607202,0.004080
106.623875,0.000000
106.640547,0.001187
106.657219,0.001428
106.673891,0.000000
106.690564,0.004404
106.707236,0.000000
106.723908,0.000000
106.740580,0.002382
106.757252,0.000000
106.773925,0.000125
106.790597,0.000000
106.807269,0.004820
106.823941,0.002107
106.840614,0.000000
106.857286,0.003630
106.873958,0.006171
106.890630,0.002476
106.907302,0.000046
106.923975,0.000000
106.940647,0.000000
106.957319,0.000000
106.973991,0.000000
106.990664,0.000000
107.007336,0.000251
107.024008,0.002351
107.040680,0.000000
107.057352,0.002160
107.074025,0.000286
107.090697,0.000000
107.107369,0.000000
107.124041,0.000000
107.140714,0.000000
107.157386,0.002663
107.174058,0.006795
107.190730,0.005410
107.207402,0.000000
107.224075,0.006617
107.240747,0.000660
107.257419,0.000000
107.274091,0.000000
107.290764,0.000000
107.307436,0.000000
107.324108,0.000756
107.340780,0.000713
107.357452,0.000014
107.374125,0.001940
107.390797,0.005285
107.407469,0.004215
107.424141,0.000000
107.440814,0.000000
107.457486,0.004148
107.474158,0.000000
107.490830,0.000000
107.507503,0.000000
107.524175,0.000000
107.540847,0.002404
107.557519,0.003370
107.574191,0.000000
107.590864,0.000000
107.607536,0.000000
107.624208,0.001739
107.640880,0.000000
107.657553,0.000814
107.674225,0.000000
107.690897,0.002572
107.707569,0.000531
107.724241,0.000000
107.740914,0.005312
107.757586,0.000000
107.774258,0.000000
107.790930,0.000000
107.807603,0.000000
107.824275,0.000000
107.840947,0.000000
107.857619,0.007598
107.874291,0.000000
107.890964,0.000000
107.907636,0.006531
107.924308,0.000000
107.940980,0.000000
107.957653,0.004616
107.974325,0.000000
107.990997,0.008106
108.007669,0.003009
108.024341,0.000000
108.041014,0.009576
108.057686,0.000000
108.074358,0.003294
108.091030,0.001329
108.107703,0.005779
108.124375,0.006932
108.141047,0.000142
108.157719,0.000000
108.174391,0.002042
108.191064,0.000000
108.207736,0.008938
108.224408,0.000606
108.241080,0.000000
108.257753,0.000820
108.274425,0.000000
